2021-07-05 02:46:01,739 | train | INFO | Epoch 0 train batch 0/4388: 0/561708 mean loss: 1.1916108131408691 score: 0.6328125
2021-07-05 02:46:45,804 | train | INFO | Epoch 0 train batch 39/4388: 4992/561708 mean loss: 1.0130332708358765 score: 0.6484375
2021-07-05 02:46:46,935 | train | INFO | Epoch 0 train batch 40/4388: 5120/561708 mean loss: 1.0760772228240967 score: 0.6171875
2021-07-05 02:46:48,066 | train | INFO | Epoch 0 train batch 41/4388: 5248/561708 mean loss: 1.179818034172058 score: 0.59375
2021-07-05 02:46:49,198 | train | INFO | Epoch 0 train batch 42/4388: 5376/561708 mean loss: 1.2899596691131592 score: 0.53125
2021-07-05 02:46:50,328 | train | INFO | Epoch 0 train batch 43/4388: 5504/561708 mean loss: 1.1847256422042847 score: 0.6171875
2021-07-05 02:46:51,461 | train | INFO | Epoch 0 train batch 44/4388: 5632/561708 mean loss: 1.1749470233917236 score: 0.609375
2021-07-05 02:46:52,594 | train | INFO | Epoch 0 train batch 45/4388: 5760/561708 mean loss: 1.1795133352279663 score: 0.53125
2021-07-05 02:46:53,726 | train | INFO | Epoch 0 train batch 46/4388: 5888/561708 mean loss: 1.219248652458191 score: 0.578125
2021-07-05 02:46:54,857 | train | INFO | Epoch 0 train batch 47/4388: 6016/561708 mean loss: 1.1757590770721436 score: 0.5625
2021-07-05 02:46:55,989 | train | INFO | Epoch 0 train batch 48/4388: 6144/561708 mean loss: 1.200457215309143 score: 0.5859375
2021-07-05 02:46:57,120 | train | INFO | Epoch 0 train batch 49/4388: 6272/561708 mean loss: 1.0425840616226196 score: 0.59375
2021-07-05 02:46:58,249 | train | INFO | Epoch 0 train batch 50/4388: 6400/561708 mean loss: 1.1770293712615967 score: 0.5390625
2021-07-05 02:46:59,380 | train | INFO | Epoch 0 train batch 51/4388: 6528/561708 mean loss: 1.0767136812210083 score: 0.6171875
2021-07-05 02:47:00,510 | train | INFO | Epoch 0 train batch 52/4388: 6656/561708 mean loss: 1.0277633666992188 score: 0.625
2021-07-05 02:47:01,643 | train | INFO | Epoch 0 train batch 53/4388: 6784/561708 mean loss: 1.2354464530944824 score: 0.5390625
2021-07-05 02:47:02,778 | train | INFO | Epoch 0 train batch 54/4388: 6912/561708 mean loss: 1.077469825744629 score: 0.6171875
2021-07-05 02:47:03,908 | train | INFO | Epoch 0 train batch 55/4388: 7040/561708 mean loss: 1.070510983467102 score: 0.6328125
2021-07-05 02:47:05,039 | train | INFO | Epoch 0 train batch 56/4388: 7168/561708 mean loss: 1.0621572732925415 score: 0.640625
2021-07-05 02:47:06,176 | train | INFO | Epoch 0 train batch 57/4388: 7296/561708 mean loss: 1.0611464977264404 score: 0.5703125
2021-07-05 02:47:07,309 | train | INFO | Epoch 0 train batch 58/4388: 7424/561708 mean loss: 1.2121633291244507 score: 0.5625
2021-07-05 02:47:08,444 | train | INFO | Epoch 0 train batch 59/4388: 7552/561708 mean loss: 1.1613417863845825 score: 0.5859375
2021-07-05 02:47:09,577 | train | INFO | Epoch 0 train batch 60/4388: 7680/561708 mean loss: 1.1425092220306396 score: 0.6484375
2021-07-05 02:47:10,710 | train | INFO | Epoch 0 train batch 61/4388: 7808/561708 mean loss: 1.0016552209854126 score: 0.640625
2021-07-05 02:47:11,839 | train | INFO | Epoch 0 train batch 62/4388: 7936/561708 mean loss: 1.1743241548538208 score: 0.640625
2021-07-05 02:47:12,971 | train | INFO | Epoch 0 train batch 63/4388: 8064/561708 mean loss: 1.1574077606201172 score: 0.5859375
2021-07-05 02:47:14,105 | train | INFO | Epoch 0 train batch 64/4388: 8192/561708 mean loss: 1.0505849123001099 score: 0.6171875
2021-07-05 02:47:15,239 | train | INFO | Epoch 0 train batch 65/4388: 8320/561708 mean loss: 1.1585655212402344 score: 0.5625
2021-07-05 02:47:16,369 | train | INFO | Epoch 0 train batch 66/4388: 8448/561708 mean loss: 1.1081156730651855 score: 0.6171875
2021-07-05 02:47:17,501 | train | INFO | Epoch 0 train batch 67/4388: 8576/561708 mean loss: 1.1805709600448608 score: 0.5390625
2021-07-05 02:47:18,634 | train | INFO | Epoch 0 train batch 68/4388: 8704/561708 mean loss: 1.2373154163360596 score: 0.578125
2021-07-05 02:47:19,777 | train | INFO | Epoch 0 train batch 69/4388: 8832/561708 mean loss: 1.1910738945007324 score: 0.578125
2021-07-05 02:47:20,912 | train | INFO | Epoch 0 train batch 70/4388: 8960/561708 mean loss: 1.0659477710723877 score: 0.6171875
2021-07-05 02:47:22,045 | train | INFO | Epoch 0 train batch 71/4388: 9088/561708 mean loss: 1.1682435274124146 score: 0.625
2021-07-05 02:47:23,176 | train | INFO | Epoch 0 train batch 72/4388: 9216/561708 mean loss: 0.9416583776473999 score: 0.6484375
2021-07-05 02:47:24,312 | train | INFO | Epoch 0 train batch 73/4388: 9344/561708 mean loss: 1.1103324890136719 score: 0.5859375
2021-07-05 02:47:25,444 | train | INFO | Epoch 0 train batch 74/4388: 9472/561708 mean loss: 1.1912156343460083 score: 0.59375
2021-07-05 02:47:26,576 | train | INFO | Epoch 0 train batch 75/4388: 9600/561708 mean loss: 1.1253808736801147 score: 0.59375
2021-07-05 02:47:27,710 | train | INFO | Epoch 0 train batch 76/4388: 9728/561708 mean loss: 1.3675090074539185 score: 0.5390625
2021-07-05 02:47:28,843 | train | INFO | Epoch 0 train batch 77/4388: 9856/561708 mean loss: 0.9913928508758545 score: 0.6640625
2021-07-05 02:47:29,975 | train | INFO | Epoch 0 train batch 78/4388: 9984/561708 mean loss: 1.002148985862732 score: 0.6328125
2021-07-05 02:47:31,107 | train | INFO | Epoch 0 train batch 79/4388: 10112/561708 mean loss: 1.0471795797348022 score: 0.65625
2021-07-05 02:47:32,241 | train | INFO | Epoch 0 train batch 80/4388: 10240/561708 mean loss: 1.0161069631576538 score: 0.640625
2021-07-05 02:47:33,373 | train | INFO | Epoch 0 train batch 81/4388: 10368/561708 mean loss: 1.2654134035110474 score: 0.5625
2021-07-05 02:47:34,505 | train | INFO | Epoch 0 train batch 82/4388: 10496/561708 mean loss: 1.1953099966049194 score: 0.53125
2021-07-05 02:47:35,638 | train | INFO | Epoch 0 train batch 83/4388: 10624/561708 mean loss: 1.0913727283477783 score: 0.578125
2021-07-05 02:47:36,770 | train | INFO | Epoch 0 train batch 84/4388: 10752/561708 mean loss: 1.0354584455490112 score: 0.609375
2021-07-05 02:47:37,909 | train | INFO | Epoch 0 train batch 85/4388: 10880/561708 mean loss: 1.1505788564682007 score: 0.5859375
2021-07-05 02:47:39,041 | train | INFO | Epoch 0 train batch 86/4388: 11008/561708 mean loss: 0.9514107704162598 score: 0.640625
2021-07-05 02:47:40,176 | train | INFO | Epoch 0 train batch 87/4388: 11136/561708 mean loss: 1.0816876888275146 score: 0.6328125
2021-07-05 02:47:41,313 | train | INFO | Epoch 0 train batch 88/4388: 11264/561708 mean loss: 0.9395798444747925 score: 0.65625
2021-07-05 02:47:42,445 | train | INFO | Epoch 0 train batch 89/4388: 11392/561708 mean loss: 0.961177408695221 score: 0.640625
2021-07-05 02:47:43,578 | train | INFO | Epoch 0 train batch 90/4388: 11520/561708 mean loss: 1.0620211362838745 score: 0.6484375
2021-07-05 02:47:44,715 | train | INFO | Epoch 0 train batch 91/4388: 11648/561708 mean loss: 1.14974045753479 score: 0.5859375
2021-07-05 02:47:45,850 | train | INFO | Epoch 0 train batch 92/4388: 11776/561708 mean loss: 1.1220229864120483 score: 0.5703125
2021-07-05 02:47:46,986 | train | INFO | Epoch 0 train batch 93/4388: 11904/561708 mean loss: 1.1533981561660767 score: 0.671875
2021-07-05 02:47:48,127 | train | INFO | Epoch 0 train batch 94/4388: 12032/561708 mean loss: 1.0562421083450317 score: 0.640625
2021-07-05 02:47:49,257 | train | INFO | Epoch 0 train batch 95/4388: 12160/561708 mean loss: 1.0155487060546875 score: 0.6484375
2021-07-05 02:47:50,394 | train | INFO | Epoch 0 train batch 96/4388: 12288/561708 mean loss: 1.3008801937103271 score: 0.515625
2021-07-05 02:47:51,527 | train | INFO | Epoch 0 train batch 97/4388: 12416/561708 mean loss: 1.2028839588165283 score: 0.5546875
2021-07-05 02:47:52,660 | train | INFO | Epoch 0 train batch 98/4388: 12544/561708 mean loss: 1.1680177450180054 score: 0.5859375
2021-07-05 02:47:53,794 | train | INFO | Epoch 0 train batch 99/4388: 12672/561708 mean loss: 1.1173666715621948 score: 0.6171875
2021-07-05 02:47:54,927 | train | INFO | Epoch 0 train batch 100/4388: 12800/561708 mean loss: 0.9778746962547302 score: 0.671875
2021-07-05 02:47:56,063 | train | INFO | Epoch 0 train batch 101/4388: 12928/561708 mean loss: 1.1111699342727661 score: 0.609375
2021-07-05 02:47:57,200 | train | INFO | Epoch 0 train batch 102/4388: 13056/561708 mean loss: 1.321514368057251 score: 0.5546875
2021-07-05 02:47:58,334 | train | INFO | Epoch 0 train batch 103/4388: 13184/561708 mean loss: 0.984422504901886 score: 0.6328125
2021-07-05 02:47:59,468 | train | INFO | Epoch 0 train batch 104/4388: 13312/561708 mean loss: 1.043716311454773 score: 0.609375
2021-07-05 02:48:00,598 | train | INFO | Epoch 0 train batch 105/4388: 13440/561708 mean loss: 1.046349287033081 score: 0.625
2021-07-05 02:48:01,731 | train | INFO | Epoch 0 train batch 106/4388: 13568/561708 mean loss: 0.909024715423584 score: 0.671875
2021-07-05 02:48:02,861 | train | INFO | Epoch 0 train batch 107/4388: 13696/561708 mean loss: 1.063808798789978 score: 0.6328125
2021-07-05 02:48:03,993 | train | INFO | Epoch 0 train batch 108/4388: 13824/561708 mean loss: 1.1001347303390503 score: 0.625
2021-07-05 02:48:05,126 | train | INFO | Epoch 0 train batch 109/4388: 13952/561708 mean loss: 1.2546848058700562 score: 0.5859375
2021-07-05 02:48:06,259 | train | INFO | Epoch 0 train batch 110/4388: 14080/561708 mean loss: 1.0479000806808472 score: 0.6171875
2021-07-05 02:48:07,392 | train | INFO | Epoch 0 train batch 111/4388: 14208/561708 mean loss: 1.1158344745635986 score: 0.59375
2021-07-05 02:48:08,528 | train | INFO | Epoch 0 train batch 112/4388: 14336/561708 mean loss: 0.9402682185173035 score: 0.671875
2021-07-05 02:48:09,659 | train | INFO | Epoch 0 train batch 113/4388: 14464/561708 mean loss: 1.155233383178711 score: 0.6015625
2021-07-05 02:48:10,793 | train | INFO | Epoch 0 train batch 114/4388: 14592/561708 mean loss: 1.0481830835342407 score: 0.5625
2021-07-05 02:48:11,922 | train | INFO | Epoch 0 train batch 115/4388: 14720/561708 mean loss: 1.0254755020141602 score: 0.65625
2021-07-05 02:48:13,059 | train | INFO | Epoch 0 train batch 116/4388: 14848/561708 mean loss: 1.1349306106567383 score: 0.625
2021-07-05 02:48:14,191 | train | INFO | Epoch 0 train batch 117/4388: 14976/561708 mean loss: 1.1703027486801147 score: 0.5703125
2021-07-05 02:48:15,328 | train | INFO | Epoch 0 train batch 118/4388: 15104/561708 mean loss: 1.012934684753418 score: 0.5859375
2021-07-05 02:48:16,461 | train | INFO | Epoch 0 train batch 119/4388: 15232/561708 mean loss: 1.0406520366668701 score: 0.640625
2021-07-05 02:48:17,594 | train | INFO | Epoch 0 train batch 120/4388: 15360/561708 mean loss: 1.0925190448760986 score: 0.6015625
2021-07-05 02:48:18,726 | train | INFO | Epoch 0 train batch 121/4388: 15488/561708 mean loss: 1.1350131034851074 score: 0.5703125
2021-07-05 02:48:19,857 | train | INFO | Epoch 0 train batch 122/4388: 15616/561708 mean loss: 1.1719584465026855 score: 0.6171875
2021-07-05 02:48:20,990 | train | INFO | Epoch 0 train batch 123/4388: 15744/561708 mean loss: 1.1626373529434204 score: 0.6171875
2021-07-05 02:48:22,122 | train | INFO | Epoch 0 train batch 124/4388: 15872/561708 mean loss: 1.0793896913528442 score: 0.59375
2021-07-05 02:48:23,260 | train | INFO | Epoch 0 train batch 125/4388: 16000/561708 mean loss: 1.0542293787002563 score: 0.578125
2021-07-05 02:48:24,392 | train | INFO | Epoch 0 train batch 126/4388: 16128/561708 mean loss: 1.1063257455825806 score: 0.671875
2021-07-05 02:48:25,526 | train | INFO | Epoch 0 train batch 127/4388: 16256/561708 mean loss: 1.1808193922042847 score: 0.5703125
2021-07-05 02:48:26,660 | train | INFO | Epoch 0 train batch 128/4388: 16384/561708 mean loss: 1.0775848627090454 score: 0.625
2021-07-05 02:48:27,792 | train | INFO | Epoch 0 train batch 129/4388: 16512/561708 mean loss: 0.9712671637535095 score: 0.6015625
2021-07-05 02:48:28,922 | train | INFO | Epoch 0 train batch 130/4388: 16640/561708 mean loss: 1.0014262199401855 score: 0.6171875
2021-07-05 02:48:30,062 | train | INFO | Epoch 0 train batch 131/4388: 16768/561708 mean loss: 0.8870916366577148 score: 0.6953125
2021-07-05 02:48:31,196 | train | INFO | Epoch 0 train batch 132/4388: 16896/561708 mean loss: 1.1465500593185425 score: 0.5546875
2021-07-05 02:48:32,330 | train | INFO | Epoch 0 train batch 133/4388: 17024/561708 mean loss: 1.1106009483337402 score: 0.59375
2021-07-05 02:48:33,469 | train | INFO | Epoch 0 train batch 134/4388: 17152/561708 mean loss: 0.9295421838760376 score: 0.671875
2021-07-05 02:48:34,602 | train | INFO | Epoch 0 train batch 135/4388: 17280/561708 mean loss: 1.0736724138259888 score: 0.5859375
2021-07-05 02:48:35,734 | train | INFO | Epoch 0 train batch 136/4388: 17408/561708 mean loss: 1.0892695188522339 score: 0.5625
2021-07-05 02:48:36,868 | train | INFO | Epoch 0 train batch 137/4388: 17536/561708 mean loss: 0.9872254729270935 score: 0.6328125
2021-07-05 02:48:38,000 | train | INFO | Epoch 0 train batch 138/4388: 17664/561708 mean loss: 1.2889779806137085 score: 0.515625
2021-07-05 02:48:39,138 | train | INFO | Epoch 0 train batch 139/4388: 17792/561708 mean loss: 1.303290843963623 score: 0.546875
2021-07-05 02:48:40,270 | train | INFO | Epoch 0 train batch 140/4388: 17920/561708 mean loss: 1.067175030708313 score: 0.625
2021-07-05 02:48:41,402 | train | INFO | Epoch 0 train batch 141/4388: 18048/561708 mean loss: 0.9607024192810059 score: 0.6640625
2021-07-05 02:48:42,538 | train | INFO | Epoch 0 train batch 142/4388: 18176/561708 mean loss: 1.2168450355529785 score: 0.5703125
2021-07-05 02:48:43,673 | train | INFO | Epoch 0 train batch 143/4388: 18304/561708 mean loss: 1.0665819644927979 score: 0.5703125
2021-07-05 02:48:44,806 | train | INFO | Epoch 0 train batch 144/4388: 18432/561708 mean loss: 1.0854954719543457 score: 0.59375
2021-07-05 02:48:45,939 | train | INFO | Epoch 0 train batch 145/4388: 18560/561708 mean loss: 0.9793084263801575 score: 0.640625
2021-07-05 02:48:47,072 | train | INFO | Epoch 0 train batch 146/4388: 18688/561708 mean loss: 1.0907833576202393 score: 0.6015625
2021-07-05 02:48:48,213 | train | INFO | Epoch 0 train batch 147/4388: 18816/561708 mean loss: 1.1272549629211426 score: 0.5859375
2021-07-05 02:48:49,345 | train | INFO | Epoch 0 train batch 148/4388: 18944/561708 mean loss: 0.9521275162696838 score: 0.59375
2021-07-05 02:48:50,479 | train | INFO | Epoch 0 train batch 149/4388: 19072/561708 mean loss: 0.8424324989318848 score: 0.6875
2021-07-05 02:48:51,615 | train | INFO | Epoch 0 train batch 150/4388: 19200/561708 mean loss: 1.0369442701339722 score: 0.640625
2021-07-05 02:48:52,748 | train | INFO | Epoch 0 train batch 151/4388: 19328/561708 mean loss: 1.1699554920196533 score: 0.59375
2021-07-05 02:48:53,881 | train | INFO | Epoch 0 train batch 152/4388: 19456/561708 mean loss: 1.20669686794281 score: 0.5859375
2021-07-05 02:48:55,015 | train | INFO | Epoch 0 train batch 153/4388: 19584/561708 mean loss: 1.13801908493042 score: 0.5703125
2021-07-05 02:48:56,151 | train | INFO | Epoch 0 train batch 154/4388: 19712/561708 mean loss: 1.145017385482788 score: 0.546875
2021-07-05 02:48:57,282 | train | INFO | Epoch 0 train batch 155/4388: 19840/561708 mean loss: 1.0046883821487427 score: 0.6328125
2021-07-05 02:48:58,414 | train | INFO | Epoch 0 train batch 156/4388: 19968/561708 mean loss: 1.1833171844482422 score: 0.53125
2021-07-05 02:48:59,543 | train | INFO | Epoch 0 train batch 157/4388: 20096/561708 mean loss: 1.0883311033248901 score: 0.59375
2021-07-05 02:49:00,675 | train | INFO | Epoch 0 train batch 158/4388: 20224/561708 mean loss: 1.1763691902160645 score: 0.5703125
2021-07-05 02:49:01,809 | train | INFO | Epoch 0 train batch 159/4388: 20352/561708 mean loss: 1.0311129093170166 score: 0.609375
2021-07-05 02:49:02,941 | train | INFO | Epoch 0 train batch 160/4388: 20480/561708 mean loss: 1.282307505607605 score: 0.53125
2021-07-05 02:49:04,074 | train | INFO | Epoch 0 train batch 161/4388: 20608/561708 mean loss: 1.043848991394043 score: 0.625
2021-07-05 02:49:05,211 | train | INFO | Epoch 0 train batch 162/4388: 20736/561708 mean loss: 1.112295150756836 score: 0.640625
2021-07-05 02:49:06,343 | train | INFO | Epoch 0 train batch 163/4388: 20864/561708 mean loss: 1.1490092277526855 score: 0.6171875
2021-07-05 02:49:07,475 | train | INFO | Epoch 0 train batch 164/4388: 20992/561708 mean loss: 1.2136837244033813 score: 0.578125
2021-07-05 02:49:08,608 | train | INFO | Epoch 0 train batch 165/4388: 21120/561708 mean loss: 1.1432654857635498 score: 0.5703125
2021-07-05 02:49:09,743 | train | INFO | Epoch 0 train batch 166/4388: 21248/561708 mean loss: 1.2030634880065918 score: 0.6484375
2021-07-05 02:49:10,873 | train | INFO | Epoch 0 train batch 167/4388: 21376/561708 mean loss: 1.0927356481552124 score: 0.6328125
2021-07-05 02:49:12,019 | train | INFO | Epoch 0 train batch 168/4388: 21504/561708 mean loss: 1.0605791807174683 score: 0.578125
2021-07-05 02:49:13,152 | train | INFO | Epoch 0 train batch 169/4388: 21632/561708 mean loss: 0.858489453792572 score: 0.6953125
2021-07-05 02:49:14,284 | train | INFO | Epoch 0 train batch 170/4388: 21760/561708 mean loss: 0.9255284070968628 score: 0.6328125
2021-07-05 02:49:15,417 | train | INFO | Epoch 0 train batch 171/4388: 21888/561708 mean loss: 1.11027193069458 score: 0.625
2021-07-05 02:49:16,549 | train | INFO | Epoch 0 train batch 172/4388: 22016/561708 mean loss: 1.0636603832244873 score: 0.6328125
2021-07-05 02:49:17,682 | train | INFO | Epoch 0 train batch 173/4388: 22144/561708 mean loss: 1.0674997568130493 score: 0.6015625
2021-07-05 02:49:18,815 | train | INFO | Epoch 0 train batch 174/4388: 22272/561708 mean loss: 1.3265756368637085 score: 0.609375
2021-07-05 02:49:19,949 | train | INFO | Epoch 0 train batch 175/4388: 22400/561708 mean loss: 1.083625078201294 score: 0.6328125
2021-07-05 02:49:21,095 | train | INFO | Epoch 0 train batch 176/4388: 22528/561708 mean loss: 1.0244038105010986 score: 0.6015625
2021-07-05 02:49:22,228 | train | INFO | Epoch 0 train batch 177/4388: 22656/561708 mean loss: 0.9959254860877991 score: 0.6796875
2021-07-05 02:49:23,361 | train | INFO | Epoch 0 train batch 178/4388: 22784/561708 mean loss: 1.2326898574829102 score: 0.5859375
2021-07-05 02:49:24,499 | train | INFO | Epoch 0 train batch 179/4388: 22912/561708 mean loss: 0.977522075176239 score: 0.6328125
2021-07-05 02:49:25,641 | train | INFO | Epoch 0 train batch 180/4388: 23040/561708 mean loss: 1.069310188293457 score: 0.5703125
2021-07-05 02:49:26,773 | train | INFO | Epoch 0 train batch 181/4388: 23168/561708 mean loss: 1.2708195447921753 score: 0.53125
2021-07-05 02:49:27,905 | train | INFO | Epoch 0 train batch 182/4388: 23296/561708 mean loss: 0.911775529384613 score: 0.6640625
2021-07-05 02:49:29,037 | train | INFO | Epoch 0 train batch 183/4388: 23424/561708 mean loss: 0.9536224603652954 score: 0.6796875
2021-07-05 02:49:30,170 | train | INFO | Epoch 0 train batch 184/4388: 23552/561708 mean loss: 1.0991308689117432 score: 0.59375
2021-07-05 02:49:31,302 | train | INFO | Epoch 0 train batch 185/4388: 23680/561708 mean loss: 1.183334231376648 score: 0.6015625
2021-07-05 02:49:32,434 | train | INFO | Epoch 0 train batch 186/4388: 23808/561708 mean loss: 1.079797387123108 score: 0.5859375
2021-07-05 02:49:33,568 | train | INFO | Epoch 0 train batch 187/4388: 23936/561708 mean loss: 1.0447323322296143 score: 0.6328125
2021-07-05 02:49:34,707 | train | INFO | Epoch 0 train batch 188/4388: 24064/561708 mean loss: 1.3318383693695068 score: 0.6015625
2021-07-05 02:49:35,842 | train | INFO | Epoch 0 train batch 189/4388: 24192/561708 mean loss: 1.058474063873291 score: 0.609375
2021-07-05 02:49:36,975 | train | INFO | Epoch 0 train batch 190/4388: 24320/561708 mean loss: 1.202942967414856 score: 0.5625
2021-07-05 02:49:38,107 | train | INFO | Epoch 0 train batch 191/4388: 24448/561708 mean loss: 1.2287752628326416 score: 0.5546875
2021-07-05 02:49:39,239 | train | INFO | Epoch 0 train batch 192/4388: 24576/561708 mean loss: 1.1300774812698364 score: 0.625
2021-07-05 02:49:40,370 | train | INFO | Epoch 0 train batch 193/4388: 24704/561708 mean loss: 1.1508301496505737 score: 0.6171875
2021-07-05 02:49:41,508 | train | INFO | Epoch 0 train batch 194/4388: 24832/561708 mean loss: 1.0687779188156128 score: 0.5703125
2021-07-05 02:49:42,639 | train | INFO | Epoch 0 train batch 195/4388: 24960/561708 mean loss: 0.9905703663825989 score: 0.6484375
2021-07-05 02:49:43,772 | train | INFO | Epoch 0 train batch 196/4388: 25088/561708 mean loss: 1.016100287437439 score: 0.6484375
2021-07-05 02:49:44,904 | train | INFO | Epoch 0 train batch 197/4388: 25216/561708 mean loss: 1.1670182943344116 score: 0.5625
2021-07-05 02:49:46,039 | train | INFO | Epoch 0 train batch 198/4388: 25344/561708 mean loss: 1.020753264427185 score: 0.6484375
2021-07-05 02:49:47,172 | train | INFO | Epoch 0 train batch 199/4388: 25472/561708 mean loss: 1.135993242263794 score: 0.640625
2021-07-05 02:49:48,307 | train | INFO | Epoch 0 train batch 200/4388: 25600/561708 mean loss: 1.1664851903915405 score: 0.625
2021-07-05 02:49:49,441 | train | INFO | Epoch 0 train batch 201/4388: 25728/561708 mean loss: 1.1865662336349487 score: 0.625
2021-07-05 02:49:50,572 | train | INFO | Epoch 0 train batch 202/4388: 25856/561708 mean loss: 1.1133897304534912 score: 0.6328125
2021-07-05 02:49:51,707 | train | INFO | Epoch 0 train batch 203/4388: 25984/561708 mean loss: 0.869318425655365 score: 0.6953125
